id,date,type,severity,affectedIndustry,country,lat,lng,responseTime,dataBreached,mitigationStrategy,financialImpact,org
1272,2024-02-01,DDoS,Medium,Government,Brazil,-14.381053,-52.180589,20 hours,"889,448 records",VPN,$24.23M,Hacker Group
1273,2022-06-11,Phishing,High,Retail,UK,55.074596,-2.991966,36 hours,"445,458 records",Antivirus,$49.08M,Hacker Group
1274,2019-11-14,Phishing,Critical,Banking,UK,55.768577,-4.1543,4 hours,"828,382 records",AI-based Detection,$84.50M,Hacker Group
1275,2024-05-12,SQL Injection,Critical,Education,Russia,61.798489,104.857005,63 hours,"362,492 records",AI-based Detection,$99.31M,Insider
1276,2021-04-04,Man-in-the-Middle,High,Healthcare,Japan,35.658975,138.007853,41 hours,"68,886 records",AI-based Detection,$55.40M,Hacker Group
1277,2017-03-31,DDoS,Low,Education,Japan,36.724371,138.123399,23 hours,"165,722 records",Encryption,$7.84M,Unknown
1278,2020-04-06,SQL Injection,Critical,Government,India,20.958869,78.901076,7 hours,"604,113 records",Encryption,$99.72M,Insider
1279,2019-10-26,Man-in-the-Middle,Medium,Healthcare,France,46.439346,2.266881,52 hours,"450,466 records",VPN,$39.48M,Unknown
1280,2019-08-04,Phishing,Low,Banking,Australia,-26.324151,134.263081,70 hours,"507,976 records",AI-based Detection,$1.13M,Hacker Group
1281,2018-04-13,DDoS,High,Banking,India,20.817537,78.174074,15 hours,"180,980 records",AI-based Detection,$43.45M,Hacker Group
1282,2020-11-20,Ransomware,Medium,Healthcare,France,46.061775,2.650787,67 hours,"745,273 records",Firewall,$37.36M,Insider
1283,2023-05-31,SQL Injection,Critical,Telecommunications,Germany,51.305223,10.272894,44 hours,"536,737 records",Encryption,$94.14M,Unknown
1284,2020-04-22,SQL Injection,High,Banking,Germany,51.665247,10.234612,54 hours,"202,102 records",Antivirus,$65.24M,Insider
1285,2021-12-20,DDoS,Critical,Education,Brazil,-14.174237,-52.909631,42 hours,"134,998 records",AI-based Detection,$80.79M,Unknown
1286,2015-10-10,Ransomware,Critical,Banking,India,20.738038,79.356345,37 hours,"41,635 records",Encryption,$81.81M,Nation-state
1287,2022-12-18,Phishing,Medium,Telecommunications,Japan,36.24655,137.904641,25 hours,"604,908 records",Antivirus,$35.54M,Unknown
1288,2020-07-28,Man-in-the-Middle,Critical,IT,France,46.536532,2.788778,26 hours,"688,016 records",Antivirus,$88.42M,Nation-state
1289,2020-12-03,Ransomware,High,IT,Brazil,-14.310575,-51.572639,55 hours,"679,131 records",AI-based Detection,$56.59M,Hacker Group
1290,2015-05-03,DDoS,Medium,Retail,India,20.759068,80.365086,13 hours,"585,934 records",Antivirus,$39.28M,Insider
1291,2023-08-31,Man-in-the-Middle,Critical,IT,USA,39.380478,-95.553562,53 hours,"762,605 records",Encryption,$88.81M,Nation-state
1292,2021-04-20,Malware,High,Healthcare,UK,55.057927,-2.884742,30 hours,"984,973 records",Encryption,$58.90M,Unknown
1293,2020-06-07,Phishing,Low,Education,Russia,61.594964,104.963183,20 hours,"889,970 records",VPN,$9.52M,Nation-state
1294,2020-09-10,Phishing,Medium,Healthcare,USA,38.475604,-95.35665,20 hours,"376,443 records",Antivirus,$39.92M,Insider
1295,2023-01-22,Phishing,Medium,Retail,UK,55.79433,-2.937555,20 hours,"699,386 records",Encryption,$28.54M,Nation-state
1296,2020-09-04,Man-in-the-Middle,High,Retail,Russia,60.928696,104.867601,72 hours,"158,758 records",Antivirus,$74.11M,Nation-state
1297,2021-12-29,Man-in-the-Middle,Critical,Banking,China,36.348591,104.48858,52 hours,"812,101 records",VPN,$85.26M,Insider
1298,2020-09-05,Phishing,High,Telecommunications,UK,55.119811,-2.603379,65 hours,"402,744 records",AI-based Detection,$43.72M,Insider
1299,2015-01-17,Malware,Critical,Healthcare,Japan,36.080007,138.069346,72 hours,"182,338 records",Firewall,$77.01M,Unknown
1300,2017-08-30,Man-in-the-Middle,Critical,Banking,Germany,50.5927,9.507997,32 hours,"587,213 records",AI-based Detection,$88.03M,Unknown
1301,2024-02-02,DDoS,Critical,Government,France,45.982108,2.318242,72 hours,"419,571 records",AI-based Detection,$86.65M,Nation-state
1302,2017-08-05,SQL Injection,Medium,IT,Germany,51.708346,10.042398,46 hours,"772,541 records",Antivirus,$33.79M,Nation-state
1303,2020-10-21,SQL Injection,Critical,Retail,Germany,51.695364,10.509036,22 hours,"759,384 records",AI-based Detection,$76.04M,Nation-state
1304,2015-03-10,Ransomware,High,Government,China,36.039231,104.171644,39 hours,"887,037 records",VPN,$57.59M,Insider
1305,2016-10-07,Ransomware,Medium,IT,China,35.68073,104.757258,43 hours,"788,555 records",Encryption,$37.22M,Insider
1306,2020-11-23,Man-in-the-Middle,High,Telecommunications,India,20.630148,79.68074,18 hours,"438,137 records",VPN,$57.89M,Unknown
1307,2024-07-18,Ransomware,Low,Government,Australia,-25.240935,133.04771,42 hours,"414,907 records",Firewall,$3.37M,Hacker Group
1308,2021-04-19,Ransomware,Critical,Telecommunications,Australia,-25.851258,134.042252,2 hours,"576,302 records",AI-based Detection,$88.20M,Hacker Group
1309,2020-04-08,DDoS,Critical,IT,USA,39.305841,-95.565822,24 hours,"156,275 records",Encryption,$96.08M,Insider
1310,2024-05-28,DDoS,Critical,Government,Japan,35.179502,138.532654,42 hours,"234,154 records",VPN,$84.36M,Nation-state
1311,2022-05-28,Phishing,Critical,IT,Brazil,-14.18389,-51.846438,63 hours,"176,386 records",VPN,$92.58M,Hacker Group
1312,2015-04-02,Malware,Medium,Healthcare,Japan,36.341419,138.68655,12 hours,"775,042 records",Encryption,$27.92M,Unknown
1313,2016-07-25,Phishing,High,Telecommunications,Germany,51.116106,10.128478,3 hours,"992,092 records",Encryption,$46.28M,Hacker Group
1314,2016-12-11,Ransomware,Medium,Education,France,45.655657,2.745215,66 hours,"883,536 records",AI-based Detection,$25.55M,Hacker Group
1315,2017-06-05,Phishing,Medium,Banking,France,45.808411,2.332385,16 hours,"276,541 records",AI-based Detection,$15.14M,Hacker Group
1316,2024-08-23,Phishing,High,Telecommunications,India,21.047145,78.077097,65 hours,"513,620 records",Antivirus,$50.64M,Unknown
1317,2022-06-04,Phishing,Medium,Banking,Germany,51.226016,9.415465,22 hours,"397,919 records",Encryption,$31.73M,Nation-state
1318,2021-08-26,Phishing,High,Telecommunications,Russia,61.504185,105.65851,18 hours,"32,743 records",VPN,$73.93M,Hacker Group
1319,2020-09-08,Phishing,High,Government,Germany,50.905632,11.021074,1 hours,"318,648 records",Encryption,$40.62M,Insider
1320,2022-12-06,Ransomware,Medium,Education,USA,39.443826,-95.636795,58 hours,"353,297 records",VPN,$14.50M,Insider
1321,2017-10-14,Malware,Medium,IT,Russia,61.047565,105.242227,41 hours,"484,009 records",Firewall,$20.85M,Insider
1322,2024-12-25,Malware,High,Government,Russia,61.77348,103.85659,5 hours,"872,411 records",Firewall,$49.51M,Hacker Group
1323,2023-11-23,Man-in-the-Middle,Medium,Education,Germany,51.752452,11.048061,1 hours,"876,348 records",Encryption,$26.14M,Unknown
1324,2021-09-05,SQL Injection,Medium,Government,China,35.239629,103.671083,71 hours,"11,310 records",Antivirus,$13.76M,Hacker Group
1325,2018-06-23,SQL Injection,High,Retail,UK,55.174491,-3.944096,30 hours,"597,358 records",VPN,$72.21M,Nation-state
1326,2022-10-07,SQL Injection,Critical,Healthcare,India,20.322891,79.497605,8 hours,"180,456 records",VPN,$91.91M,Unknown
1327,2021-02-19,DDoS,Critical,Retail,Russia,61.40916,104.017535,17 hours,"368,255 records",Encryption,$79.06M,Nation-state
1328,2022-04-07,Malware,Low,Education,India,20.759389,78.701487,9 hours,"268,414 records",Encryption,$7.17M,Insider
1329,2019-06-01,SQL Injection,Critical,Healthcare,China,35.915225,104.583538,63 hours,"891,504 records",Firewall,$79.28M,Insider
1330,2023-12-13,Phishing,High,Healthcare,Japan,35.579891,138.528696,58 hours,"3,395 records",Antivirus,$48.25M,Nation-state
1331,2023-04-24,Ransomware,High,Education,China,35.874088,104.649511,20 hours,"164,890 records",AI-based Detection,$45.88M,Unknown
1332,2020-07-10,SQL Injection,Critical,Banking,India,19.267696,78.027968,54 hours,"895,388 records",AI-based Detection,$89.80M,Insider
1333,2020-09-03,SQL Injection,Medium,Telecommunications,India,20.071284,79.117328,61 hours,"436,517 records",Antivirus,$17.47M,Nation-state
1334,2018-02-08,Phishing,High,IT,India,21.573294,78.48023,7 hours,"677,164 records",Firewall,$70.85M,Nation-state
1335,2024-02-09,Man-in-the-Middle,Critical,Banking,Russia,62.383773,104.089624,34 hours,"414,192 records",Firewall,$93.13M,Nation-state
1336,2021-01-21,Man-in-the-Middle,Medium,Retail,Russia,61.923127,105.340277,8 hours,"80,069 records",VPN,$39.73M,Insider
1337,2016-10-03,Phishing,Low,IT,UK,55.934883,-3.257867,57 hours,"604,185 records",Firewall,$1.28M,Unknown
1338,2021-12-30,SQL Injection,Critical,IT,Brazil,-14.691384,-50.869185,18 hours,"807,733 records",Encryption,$83.99M,Unknown
1339,2019-10-06,SQL Injection,Medium,Telecommunications,France,46.300339,1.911935,63 hours,"945,154 records",AI-based Detection,$16.51M,Nation-state
1340,2023-07-28,Malware,High,Retail,Germany,50.986984,10.062597,15 hours,"918,454 records",Firewall,$62.43M,Unknown
1341,2017-09-25,Phishing,High,Retail,Australia,-25.88999,133.766003,32 hours,"450,205 records",Firewall,$56.10M,Unknown
1342,2016-05-16,Malware,Critical,Telecommunications,Japan,36.541214,138.135786,58 hours,"476,001 records",VPN,$87.52M,Hacker Group
1343,2018-08-12,Phishing,High,IT,Russia,61.939047,105.10579,48 hours,"503,520 records",Encryption,$65.88M,Hacker Group
1344,2024-08-14,SQL Injection,Critical,Retail,USA,39.344841,-95.255181,34 hours,"457,411 records",VPN,$86.29M,Nation-state
1345,2018-11-18,Malware,High,Education,China,36.199375,103.852018,29 hours,"580,609 records",AI-based Detection,$62.82M,Unknown
1346,2022-11-27,Phishing,Medium,Banking,UK,55.978213,-3.930833,10 hours,"848,022 records",Antivirus,$18.45M,Hacker Group
1347,2022-07-13,Phishing,Critical,Education,Brazil,-14.337551,-51.569094,45 hours,"761,590 records",AI-based Detection,$75.42M,Unknown
1348,2022-08-24,DDoS,Medium,Education,Brazil,-14.184524,-52.465578,47 hours,"366,968 records",VPN,$17.68M,Nation-state
1349,2021-05-10,Man-in-the-Middle,Medium,Education,Brazil,-13.952279,-51.729913,24 hours,"625,370 records",Firewall,$27.95M,Insider
1350,2018-01-15,Ransomware,High,Healthcare,UK,56.003021,-3.348347,32 hours,"193,378 records",Encryption,$60.01M,Unknown
1351,2024-11-06,DDoS,Critical,Healthcare,Brazil,-14.396821,-51.281414,21 hours,"375,691 records",Encryption,$92.34M,Insider
1352,2017-06-17,SQL Injection,Low,Banking,Australia,-25.464306,134.324889,39 hours,"526,324 records",VPN,$7.21M,Insider
1353,2020-03-22,Malware,Critical,Healthcare,France,46.131997,1.451366,64 hours,"50,468 records",AI-based Detection,$76.42M,Hacker Group
1354,2020-12-22,Phishing,Low,IT,India,20.269624,79.76068,17 hours,"922,656 records",AI-based Detection,$3.20M,Insider
1355,2018-06-04,Ransomware,High,Retail,India,20.816716,79.632172,12 hours,"498,457 records",VPN,$62.59M,Insider
1356,2023-01-22,SQL Injection,Critical,Education,Brazil,-14.402537,-51.943116,21 hours,"351,850 records",Encryption,$89.04M,Hacker Group
1357,2015-11-10,DDoS,Critical,Retail,USA,40.17313,-95.335551,46 hours,"391,982 records",Firewall,$76.95M,Unknown
1358,2021-04-24,Malware,High,Telecommunications,Australia,-24.602573,133.708426,69 hours,"247,243 records",Antivirus,$51.66M,Nation-state
1359,2020-04-13,Phishing,Medium,Banking,Japan,36.378835,137.898786,14 hours,"257,190 records",Encryption,$39.33M,Insider
1360,2015-03-22,SQL Injection,Critical,Retail,Australia,-25.544746,132.940027,23 hours,"804,658 records",AI-based Detection,$89.77M,Nation-state
1361,2024-06-19,Man-in-the-Middle,Critical,Education,Russia,62.209512,105.134872,30 hours,"758,032 records",Antivirus,$75.95M,Insider
1362,2017-09-18,DDoS,Medium,Telecommunications,France,46.759009,2.203777,46 hours,"381,948 records",AI-based Detection,$13.31M,Unknown
1363,2018-04-16,DDoS,Medium,Retail,Australia,-24.828479,133.377432,26 hours,"152,435 records",Firewall,$40.00M,Unknown
1364,2020-04-28,Ransomware,Critical,Banking,Brazil,-15.132159,-52.533499,54 hours,"429,566 records",AI-based Detection,$99.90M,Nation-state
1365,2022-10-30,Ransomware,High,Healthcare,Germany,50.866325,10.893206,21 hours,"496,292 records",AI-based Detection,$61.99M,Nation-state
1366,2023-11-25,Man-in-the-Middle,Critical,Healthcare,Germany,51.203427,10.655147,58 hours,"943,724 records",AI-based Detection,$75.80M,Insider
1367,2022-05-28,Man-in-the-Middle,Medium,Government,Japan,36.383414,138.129196,40 hours,"243,600 records",AI-based Detection,$39.87M,Unknown
1368,2017-01-08,Phishing,High,IT,USA,38.6569,-95.340545,18 hours,"480,386 records",Antivirus,$48.96M,Nation-state
1369,2020-06-21,Ransomware,High,Healthcare,India,21.344119,78.769584,39 hours,"564,046 records",Firewall,$70.67M,Insider
1370,2022-10-06,Malware,Medium,Retail,Japan,36.760871,138.484984,19 hours,"50,007 records",Antivirus,$26.70M,Nation-state
1371,2023-02-13,Malware,Critical,Retail,Australia,-25.161403,132.72773,1 hours,"307,143 records",VPN,$99.72M,Hacker Group
1372,2023-10-14,DDoS,Medium,IT,Russia,61.802457,105.932159,27 hours,"356,964 records",Firewall,$22.71M,Insider
1373,2024-05-23,SQL Injection,Critical,Retail,USA,38.677986,-94.737907,71 hours,"891,369 records",Antivirus,$94.83M,Hacker Group
1374,2020-12-14,DDoS,Medium,Retail,Japan,35.045274,138.05776,55 hours,"482,700 records",VPN,$37.81M,Insider
1375,2018-05-27,Phishing,High,Healthcare,China,35.123594,103.915773,60 hours,"596,628 records",Antivirus,$42.93M,Hacker Group
1376,2022-12-01,Ransomware,Critical,Telecommunications,Russia,61.723183,105.944819,40 hours,"776,295 records",VPN,$89.33M,Unknown
1377,2016-03-04,Phishing,Medium,Banking,USA,38.576155,-95.924974,7 hours,"447,486 records",Encryption,$38.58M,Insider
1378,2022-09-13,Man-in-the-Middle,Critical,Retail,USA,38.944894,-95.675939,44 hours,"298,887 records",VPN,$75.51M,Nation-state
1379,2015-03-22,Ransomware,High,Government,India,20.2378,78.465697,56 hours,"59,582 records",VPN,$56.30M,Nation-state
1380,2024-08-31,Ransomware,Low,Healthcare,Brazil,-14.839143,-51.286738,64 hours,"553,944 records",Encryption,$6.67M,Hacker Group
1381,2024-02-19,Ransomware,Critical,Banking,Russia,61.837141,106.602612,30 hours,"507,258 records",Antivirus,$80.29M,Nation-state
1382,2024-09-07,DDoS,Critical,Government,Russia,62.239248,105.191178,28 hours,"82,500 records",AI-based Detection,$94.60M,Hacker Group
1383,2021-11-05,SQL Injection,Medium,Retail,Germany,50.909614,10.200329,57 hours,"383,781 records",Antivirus,$27.54M,Nation-state
1384,2020-03-05,Ransomware,Critical,Banking,Australia,-25.419488,132.854045,37 hours,"647,303 records",Antivirus,$97.48M,Insider
1385,2016-07-24,Phishing,High,IT,USA,38.596334,-96.122122,23 hours,"877,998 records",Antivirus,$68.23M,Nation-state
1386,2015-01-13,SQL Injection,High,Government,India,19.639438,79.429268,68 hours,"631,420 records",Firewall,$56.84M,Nation-state
1387,2023-09-23,Ransomware,Critical,Telecommunications,France,45.439025,2.803309,64 hours,"263,566 records",AI-based Detection,$84.79M,Hacker Group
1388,2021-03-10,Ransomware,Low,Banking,UK,55.95416,-3.673336,15 hours,"65,148 records",VPN,$4.22M,Nation-state
1389,2020-08-21,Ransomware,High,Telecommunications,Russia,60.977768,105.946178,67 hours,"345,623 records",AI-based Detection,$58.73M,Unknown
1390,2015-05-20,Ransomware,High,IT,China,36.516188,104.337737,34 hours,"962,452 records",Encryption,$60.43M,Nation-state
1391,2024-11-12,Phishing,Low,IT,Germany,51.079137,10.307194,10 hours,"951,767 records",AI-based Detection,$2.85M,Nation-state
1392,2016-10-23,SQL Injection,High,Education,UK,55.727637,-3.756519,29 hours,"712,306 records",Firewall,$43.55M,Hacker Group
1393,2016-10-24,Ransomware,Medium,Telecommunications,UK,55.53977,-3.798125,66 hours,"365,116 records",Encryption,$11.83M,Hacker Group
1394,2021-05-27,Man-in-the-Middle,High,Banking,USA,38.705048,-95.995177,51 hours,"485,702 records",Firewall,$64.96M,Unknown
1395,2023-10-08,SQL Injection,Medium,IT,USA,39.905423,-95.642648,17 hours,"49,480 records",Encryption,$19.37M,Hacker Group
1396,2019-02-22,Phishing,High,Education,Australia,-25.371063,134.130365,44 hours,"971,148 records",Firewall,$46.64M,Insider
1397,2018-07-06,DDoS,Medium,Banking,USA,38.950818,-95.833263,62 hours,"513,005 records",VPN,$31.54M,Unknown
1398,2019-12-01,Malware,Low,Retail,Germany,51.567408,10.406138,62 hours,"360,381 records",VPN,$6.47M,Unknown
1399,2021-01-02,DDoS,Critical,Banking,Brazil,-14.988118,-51.82542,59 hours,"649,383 records",Encryption,$96.23M,Unknown
1400,2022-02-14,SQL Injection,Critical,Banking,Germany,50.909288,10.780916,63 hours,"155,736 records",Encryption,$89.74M,Nation-state
1401,2023-02-08,Malware,High,Healthcare,USA,38.761892,-95.271916,54 hours,"443,715 records",Antivirus,$54.29M,Unknown
1402,2022-08-02,DDoS,Low,Telecommunications,Australia,-25.751018,134.205121,65 hours,"683,733 records",VPN,$4.81M,Nation-state
1403,2019-11-14,DDoS,High,Healthcare,Brazil,-13.56152,-52.974714,58 hours,"400,214 records",Firewall,$42.16M,Unknown
1404,2024-03-24,Ransomware,High,IT,Brazil,-13.271486,-52.069183,17 hours,"813,472 records",VPN,$74.06M,Hacker Group
1405,2021-02-02,Ransomware,Medium,Banking,France,46.77725,1.770567,54 hours,"199,832 records",Antivirus,$27.10M,Nation-state
1406,2017-03-28,Malware,Medium,IT,India,20.087915,78.983136,18 hours,"210,495 records",Firewall,$22.04M,Insider
1407,2023-06-08,Man-in-the-Middle,High,Education,China,35.654653,104.829509,42 hours,"923,445 records",VPN,$49.53M,Hacker Group
1408,2019-03-04,Man-in-the-Middle,Low,Education,Japan,35.966661,137.936298,22 hours,"407,485 records",AI-based Detection,$1.72M,Insider
1409,2020-05-13,Man-in-the-Middle,Critical,Government,Russia,62.316773,105.161547,9 hours,"517,452 records",Firewall,$97.39M,Unknown
1410,2017-08-15,Ransomware,High,Retail,Germany,50.169074,10.474526,43 hours,"509,742 records",Antivirus,$68.73M,Nation-state
1411,2019-08-26,Malware,High,Healthcare,USA,38.370873,-96.266894,36 hours,"412,236 records",Antivirus,$57.85M,Nation-state
1412,2017-02-27,Malware,Low,Healthcare,Germany,51.307589,10.053178,43 hours,"592,988 records",VPN,$6.58M,Hacker Group
1413,2019-10-26,Ransomware,High,Banking,USA,39.069091,-96.760809,45 hours,"451,510 records",VPN,$47.25M,Hacker Group
1414,2021-08-13,Ransomware,Medium,Education,India,21.418084,79.402375,62 hours,"144,065 records",Firewall,$20.26M,Insider
1415,2024-04-04,DDoS,Critical,Telecommunications,India,20.138312,78.818107,23 hours,"700,440 records",VPN,$85.02M,Hacker Group
1416,2024-05-23,Phishing,High,IT,France,46.115524,1.791072,54 hours,"255,689 records",Antivirus,$64.54M,Unknown
1417,2017-02-28,Malware,High,Retail,Japan,35.852667,138.103171,41 hours,"750,473 records",Antivirus,$74.01M,Unknown
1418,2015-10-14,Malware,High,Government,UK,56.404744,-3.154182,23 hours,"284,512 records",Antivirus,$68.80M,Nation-state
1419,2021-09-18,Malware,Critical,Education,Japan,36.315035,138.020695,56 hours,"607,544 records",Encryption,$76.80M,Nation-state
1420,2016-09-18,Ransomware,Critical,Banking,UK,54.409382,-3.110703,38 hours,"61,764 records",Encryption,$92.39M,Hacker Group
1421,2023-03-25,DDoS,Medium,Telecommunications,USA,38.439328,-94.961336,29 hours,"489,053 records",Antivirus,$11.73M,Nation-state
1422,2020-08-22,SQL Injection,Medium,Telecommunications,China,36.678172,103.253008,23 hours,"8,884 records",Firewall,$29.31M,Nation-state
1423,2017-11-26,Ransomware,Critical,Retail,Germany,50.528863,10.371274,35 hours,"80,135 records",AI-based Detection,$91.67M,Hacker Group
1424,2022-03-14,Phishing,High,Retail,USA,38.423277,-95.489228,61 hours,"20,064 records",Encryption,$47.66M,Insider
1425,2022-12-31,SQL Injection,Critical,Telecommunications,India,20.802536,78.732098,61 hours,"849,940 records",AI-based Detection,$95.74M,Insider
1426,2021-10-19,Ransomware,Critical,Government,Japan,36.285636,138.50977,10 hours,"437,649 records",Firewall,$79.25M,Hacker Group
1427,2020-10-09,SQL Injection,High,Telecommunications,Australia,-25.786666,132.839051,18 hours,"269,137 records",AI-based Detection,$43.69M,Unknown
1428,2018-06-03,Malware,Medium,Telecommunications,UK,55.484046,-3.263372,11 hours,"233,460 records",Antivirus,$23.27M,Insider
1429,2015-02-12,SQL Injection,Low,Banking,UK,54.855936,-3.662071,34 hours,"474,585 records",Firewall,$6.96M,Nation-state
1430,2024-07-23,SQL Injection,High,Government,Russia,60.639919,105.44505,54 hours,"674,211 records",Firewall,$41.65M,Hacker Group
1431,2020-10-26,Phishing,Medium,Healthcare,Brazil,-14.626346,-50.560573,56 hours,"267,178 records",Firewall,$18.79M,Nation-state
1432,2022-01-08,DDoS,High,Healthcare,Russia,61.739691,105.393945,15 hours,"104,121 records",Firewall,$58.93M,Hacker Group
1433,2020-01-22,Ransomware,Critical,IT,UK,56.237059,-3.887277,24 hours,"217,598 records",Encryption,$83.29M,Hacker Group
1434,2024-12-12,Ransomware,High,Government,China,35.251844,104.266154,48 hours,"44,082 records",VPN,$65.96M,Nation-state
1435,2018-05-24,Phishing,High,Banking,India,20.677858,79.3835,49 hours,"31,733 records",Encryption,$71.58M,Hacker Group
1436,2022-03-03,Man-in-the-Middle,Medium,Banking,Australia,-25.634829,133.579832,64 hours,"346,224 records",Encryption,$34.16M,Nation-state
1437,2015-06-16,DDoS,High,IT,Australia,-25.294101,133.810551,26 hours,"419,127 records",Firewall,$61.01M,Unknown
1438,2024-05-29,Man-in-the-Middle,High,Education,USA,39.179153,-96.250393,22 hours,"810,539 records",Antivirus,$53.59M,Unknown
1439,2020-12-09,DDoS,Medium,Retail,USA,38.738697,-95.181753,2 hours,"692,784 records",Firewall,$11.79M,Hacker Group
1440,2020-09-11,SQL Injection,Medium,Retail,USA,38.462783,-95.647061,8 hours,"315,050 records",Encryption,$16.98M,Unknown
1441,2016-12-21,SQL Injection,Medium,IT,India,20.503315,78.269164,38 hours,"786,464 records",Encryption,$29.24M,Unknown
1442,2023-03-16,Man-in-the-Middle,Medium,IT,UK,55.386941,-3.732809,42 hours,"140,061 records",AI-based Detection,$20.35M,Hacker Group
1443,2021-04-29,SQL Injection,Medium,IT,Brazil,-14.937091,-51.885466,3 hours,"673,923 records",Encryption,$34.32M,Hacker Group
1444,2017-06-12,SQL Injection,Medium,Government,Japan,35.455195,138.02039,18 hours,"221,051 records",Encryption,$35.88M,Insider
1445,2017-09-01,SQL Injection,Medium,Banking,Russia,61.537015,106.128794,7 hours,"442,940 records",AI-based Detection,$33.84M,Nation-state
1446,2024-07-08,SQL Injection,Medium,Telecommunications,Russia,62.012756,105.378658,31 hours,"677,688 records",Encryption,$17.21M,Nation-state
1447,2017-12-08,Ransomware,Critical,Education,Russia,61.042816,106.01558,66 hours,"679,860 records",Encryption,$95.08M,Unknown
1448,2016-09-26,Phishing,Medium,Retail,Germany,50.990648,9.580651,45 hours,"963,983 records",Encryption,$27.85M,Unknown
1449,2020-08-08,DDoS,Medium,Retail,UK,53.910617,-2.97203,61 hours,"125,100 records",VPN,$18.52M,Unknown
1450,2016-11-05,DDoS,Critical,Education,China,35.831332,105.033237,72 hours,"815,317 records",Antivirus,$81.31M,Hacker Group
1451,2020-03-05,Man-in-the-Middle,Medium,Retail,China,35.271679,104.852993,29 hours,"500,252 records",Antivirus,$34.82M,Nation-state
1452,2018-07-28,DDoS,High,Education,India,20.466052,79.066841,57 hours,"512,953 records",Firewall,$55.30M,Unknown
1453,2023-01-09,Phishing,Critical,IT,India,20.241322,79.687357,23 hours,"337,377 records",AI-based Detection,$88.71M,Hacker Group
1454,2024-09-17,DDoS,Low,Retail,India,20.226421,78.870867,55 hours,"766,733 records",AI-based Detection,$0.60M,Insider
1455,2023-06-22,Malware,High,Retail,USA,38.120313,-95.976659,15 hours,"578,310 records",Antivirus,$50.02M,Nation-state
1456,2022-11-20,Man-in-the-Middle,Medium,Telecommunications,France,46.675086,1.799521,69 hours,"255,574 records",Firewall,$12.96M,Insider
1457,2023-02-09,Phishing,High,IT,China,35.837712,103.824438,49 hours,"169,152 records",Encryption,$43.58M,Nation-state
1458,2020-03-18,Man-in-the-Middle,Medium,IT,USA,38.397105,-94.59176,55 hours,"216,472 records",Encryption,$33.22M,Unknown
1459,2020-07-03,Phishing,Medium,Retail,Japan,35.891793,138.982357,23 hours,"370,096 records",Encryption,$38.96M,Nation-state
1460,2020-03-25,Phishing,Medium,Telecommunications,India,20.382519,78.691354,57 hours,"742,555 records",Firewall,$30.14M,Insider
1461,2020-12-05,Man-in-the-Middle,Medium,IT,Russia,60.934241,105.431288,5 hours,"870,019 records",AI-based Detection,$21.72M,Insider
1462,2022-08-18,Malware,Critical,IT,Australia,-25.014871,133.908929,43 hours,"941,679 records",Antivirus,$93.20M,Hacker Group
1463,2024-05-16,DDoS,Critical,Retail,France,46.40346,1.618095,11 hours,"738,419 records",Firewall,$88.17M,Unknown
1464,2018-07-01,Phishing,High,Retail,Brazil,-13.659272,-51.264888,23 hours,"4,136 records",Encryption,$42.46M,Nation-state
1465,2022-08-05,SQL Injection,High,Education,India,20.748822,77.8478,1 hours,"995,847 records",Encryption,$61.41M,Nation-state
1466,2022-11-16,Ransomware,High,Education,Japan,36.144178,138.360674,3 hours,"536,995 records",Encryption,$51.51M,Hacker Group
1467,2016-12-11,Malware,Critical,Telecommunications,Germany,51.37529,10.113213,26 hours,"57,200 records",VPN,$77.70M,Hacker Group
1468,2016-10-31,Phishing,Medium,Government,USA,38.74911,-96.937188,61 hours,"936,566 records",VPN,$14.65M,Nation-state
1469,2019-05-02,DDoS,High,Healthcare,Japan,36.213347,138.490475,9 hours,"567,370 records",VPN,$68.40M,Insider
1470,2015-02-13,Malware,Medium,Banking,India,20.252486,79.134728,30 hours,"970,056 records",Firewall,$34.51M,Hacker Group
1471,2020-03-21,Ransomware,High,IT,Brazil,-14.76147,-51.13648,45 hours,"3,432 records",AI-based Detection,$71.74M,Hacker Group
1472,2015-11-09,Malware,Medium,Education,Brazil,-13.186857,-52.296816,51 hours,"49,473 records",Firewall,$37.54M,Insider
1473,2019-02-16,Man-in-the-Middle,Critical,IT,France,47.066655,2.119113,55 hours,"460,984 records",Firewall,$76.35M,Hacker Group
1474,2024-07-11,Phishing,High,IT,UK,55.181165,-4.039207,59 hours,"228,010 records",Antivirus,$71.20M,Nation-state
1475,2024-08-19,Ransomware,High,Government,Russia,61.345588,106.122155,10 hours,"172,789 records",VPN,$48.88M,Hacker Group
1476,2020-12-05,Man-in-the-Middle,High,Retail,China,35.784074,104.224527,15 hours,"338,732 records",Firewall,$48.24M,Nation-state
1477,2017-01-29,Ransomware,Medium,Healthcare,Germany,50.800889,10.840314,30 hours,"175,755 records",Firewall,$32.00M,Insider
1478,2023-04-14,DDoS,High,Education,Brazil,-13.923315,-51.458044,19 hours,"897,521 records",AI-based Detection,$50.34M,Nation-state
1479,2016-04-27,Ransomware,Low,Healthcare,Russia,61.421026,105.2474,10 hours,"719,532 records",VPN,$5.18M,Insider
